#format table ## [Custom WaveView] saved 23:10:13 Tue Apr 23 2024
XVAL ,v(/a) ,v(/b) ,v(/c) ,v(/d) ,v(/f) ,v(/vdd!) 
 7.014E-08 , 1.391E+00 , 4.124E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.015E-08 , 1.218E+00 , 5.865E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.017E-08 , 1.025E+00 , 7.832E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.018E-08 , 8.716E-01 , 9.409E-01 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.019E-08 , 7.174E-01 , 1.099E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.021E-08 , 5.723E-01 , 1.248E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.022E-08 , 4.061E-01 , 1.418E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.023E-08 , 2.471E-01 , 1.578E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.024E-08 , 1.352E-01 , 1.688E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.025E-08 , 5.236E-02 , 1.769E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.025E-08 , 2.702E-02 , 1.790E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.026E-08 , 1.288E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.027E-08 , 5.968E-03 , 1.802E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.027E-08 , 3.666E-03 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.028E-08 , 2.857E-03 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.030E-08 , 1.709E-03 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.032E-08 , 5.508E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.034E-08 , 1.546E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.037E-08 , 5.219E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.041E-08 , 2.641E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.046E-08 , 1.788E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.055E-08 , 8.031E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.073E-08 ,-4.781E-07 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.102E-08 ,-5.153E-07 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.161E-08 , 4.970E-07 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.279E-08 , 3.024E-07 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.479E-08 ,-2.750E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.510E-08 ,-2.336E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.511E-08 , 1.292E-01 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.513E-08 , 2.846E-01 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.514E-08 , 4.699E-01 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.516E-08 , 6.846E-01 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.518E-08 , 9.653E-01 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.522E-08 , 1.410E+00 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.525E-08 , 1.765E+00 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.526E-08 , 1.788E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.526E-08 , 1.798E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.527E-08 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.528E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.529E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.531E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.534E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.540E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.553E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.575E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.620E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.711E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.891E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 8.491E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 9.091E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 9.491E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 9.500E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
