#format table ## [Custom WaveView] saved 15:29:31 Mon Apr 29 2024
XVAL ,v(/A) ,v(/B) ,v(/C) ,v(/D) ,v(/out) 
 7.022E-08 , 1.549E+00 , 2.552E-01 , 1.800E+00 , 1.800E+00 , 1.799E+00 
 7.022E-08 , 1.402E+00 , 4.035E-01 , 1.800E+00 , 1.800E+00 , 1.799E+00 
 7.023E-08 , 1.235E+00 , 5.718E-01 , 1.800E+00 , 1.800E+00 , 1.799E+00 
 7.025E-08 , 9.851E-01 , 8.287E-01 , 1.800E+00 , 1.800E+00 , 1.799E+00 
 7.026E-08 , 8.002E-01 , 1.020E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.027E-08 , 6.458E-01 , 1.179E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.028E-08 , 4.908E-01 , 1.338E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.029E-08 , 2.738E-01 , 1.559E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.030E-08 , 1.312E-01 , 1.702E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.030E-08 , 6.365E-02 , 1.768E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.030E-08 , 3.813E-02 , 1.789E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.031E-08 , 2.344E-02 , 1.799E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.031E-08 , 1.311E-02 , 1.804E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.032E-08 , 7.667E-03 , 1.803E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.032E-08 , 6.358E-03 , 1.802E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.033E-08 , 4.871E-03 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.034E-08 , 2.484E-03 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.036E-08 , 1.101E-03 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.037E-08 , 4.725E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.040E-08 , 1.551E-04 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.043E-08 , 4.469E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.047E-08 , 2.347E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.053E-08 , 1.796E-05 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.063E-08 , 5.650E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.083E-08 ,-1.289E-06 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.123E-08 , 2.423E-07 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.204E-08 , 4.932E-07 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.365E-08 ,-2.181E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.520E-08 ,-1.796E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.521E-08 , 1.244E-01 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.522E-08 , 2.756E-01 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.523E-08 , 4.303E-01 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.524E-08 , 6.494E-01 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.525E-08 , 8.994E-01 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.528E-08 , 1.340E+00 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.530E-08 , 1.671E+00 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.530E-08 , 1.759E+00 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.530E-08 , 1.781E+00 , 1.801E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.531E-08 , 1.794E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.531E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.532E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.532E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.533E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.534E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.537E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.543E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.553E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.574E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.616E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 7.699E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 8.900E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
 9.500E-08 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 
